userId,movieId,rating
678,32,3
684,32,3
686,32,3
688,32,3
700,32,3
705,32,3
710,32,1
717,32,4
724,32,4
725,32,5
729,32,3.5
735,32,3
736,32,5
738,32,2.5
739,32,4
740,32,2
741,32,5
742,32,4
743,32,4
750,32,3
758,32,5
760,32,4
761,32,4
763,32,5
768,32,5
769,32,3
770,32,4
775,32,4
777,32,4
779,32,4
781,32,5
783,32,4.5
792,32,3.5
804,32,4
808,32,3.5
816,32,5
818,32,4
821,32,4
824,32,4
840,32,3
847,32,5
849,32,3
850,32,5
853,32,4
857,32,3
868,32,3.5
869,32,5
885,32,3
889,32,3.5
892,32,5
902,32,3.5
903,32,4
904,32,4
906,32,5
907,32,5
910,32,4
925,32,3
926,32,3.5
935,32,4
936,32,3
942,32,5
943,32,4
945,32,4.5
947,32,4
949,32,4.5
959,32,5
961,32,4
965,32,4
966,32,3
970,32,4
971,32,5
972,32,4
982,32,3.5
984,32,4
986,32,5
990,32,4
995,32,3
996,32,3
999,32,3
1,46,3.5
8,46,5
13,46,5
22,46,4
25,46,3
26,46,4
27,46,4.5
29,46,4
32,46,3
35,46,5
38,46,4
46,46,3
47,46,3
48,46,4
50,46,4
51,46,5
54,46,4
56,46,4
58,46,5
61,46,4
64,46,5
69,46,5
76,46,4
82,46,5
91,46,4
95,46,3
96,46,4
98,46,4.5
99,46,4.5
101,46,5
102,46,3
112,46,3.5
115,46,4.5
120,46,5
124,46,5
127,46,5
131,46,3.5
132,46,4.5
133,46,4.5
134,46,4
141,46,4.5
147,46,5
152,46,4
154,46,4
156,46,4
160,46,3
163,46,5
164,46,5
165,46,3
172,46,3
173,46,5
183,46,2
188,46,3
202,46,3
204,46,4.5
205,46,4.5
208,46,3.5
215,46,3.5
216,46,3
220,46,4
224,46,5
229,46,4
231,46,3
237,46,5
242,46,4
254,46,4.5
260,46,5
264,46,2.5
268,46,5
271,46,3.5
278,46,4
279,46,4.5
288,46,4
295,46,4
298,46,5
304,46,4
311,46,4
312,46,4
313,46,4
314,46,3.5
317,46,2
330,46,5
331,46,3
335,46,4
339,46,5
344,46,4
361,46,4.5
368,46,5
370,46,5
372,46,4.5
373,46,2
377,46,4
388,46,3.5
390,46,4
393,46,5
394,46,4
406,46,3
412,46,3
415,46,4
416,46,3
421,46,3.5
430,46,3.5
433,46,1
435,46,3
436,46,4.5
440,46,4.5
444,46,3
450,46,3
452,46,4
455,46,3.5
457,46,4
461,46,4
462,46,4
463,46,5
469,46,4.5
471,46,4
481,46,3
488,46,4
492,46,4
500,46,3.5
508,46,4.5
509,46,4
512,46,4.5
515,46,5
516,46,4
517,46,4
543,46,3.5
545,46,4
546,46,3.5
549,46,5
552,46,4
553,46,5
557,46,4.5
568,46,5
571,46,4
572,46,5
577,46,5
578,46,4.5
579,46,4
581,46,4
584,46,5
586,46,4.5
593,46,5
598,46,4
600,46,2
611,46,5
614,46,3.5
630,46,1
631,46,3.5
632,46,4
633,46,4
637,46,4
642,46,5
648,46,3
650,46,4
656,46,5
660,46,4
662,46,3.5
663,46,5
672,46,3.5
675,46,4
678,46,4
688,46,4
689,46,5
690,46,5
704,46,5
705,46,4
710,46,4.5
711,46,5
717,46,4.5
721,46,5
725,46,5
729,46,4
732,46,3.5
733,46,3
734,46,4.5
735,46,4.5
736,46,5
737,46,5
738,46,5
739,46,5
741,46,5
744,46,3
748,46,3
749,46,5
750,46,5
751,46,4
755,46,4
761,46,5
766,46,4
768,46,5
769,46,5
770,46,4
772,46,4
775,46,4.5
777,46,4.5
783,46,4.5
786,46,4
792,46,4
795,46,4
798,46,5
804,46,4.5
808,46,4
810,46,5
814,46,5
816,46,5
824,46,5
827,46,5
840,46,3
841,46,4.5
846,46,3
847,46,5
854,46,4
859,46,4
860,46,5
868,46,4
869,46,5
872,46,4
878,46,4
887,46,4.5
892,46,4
902,46,3
908,46,5
912,46,5
913,46,3.5
916,46,3.5
919,46,4.5
924,46,5
925,46,3
926,46,4
935,46,2.5
941,46,5
942,46,5
945,46,4
951,46,4
960,46,5
965,46,4.5
969,46,4.5
971,46,4.5
974,46,4
975,46,4
982,46,5
984,46,4
986,46,5
989,46,3.5
995,46,3.5
996,46,4
1,105,3.5
19,105,5
24,105,2
29,105,4
39,105,2
66,105,4
69,105,3
88,105,2
116,105,2
126,105,3
130,105,3
143,105,3
147,105,4
156,105,3
158,105,3
188,105,3
234,105,4
251,105,5
303,105,4
311,105,4
314,105,4
326,105,3
330,105,3
334,105,3
354,105,3
377,105,5
394,105,4
401,105,3
424,105,3.5
462,105,3.5
465,105,3
473,105,4
483,105,4
488,105,3
549,105,4
550,105,4
554,105,3
570,105,4
579,105,3
587,105,4
593,105,4
627,105,4
648,105,5
658,105,4
682,105,3.5
689,105,3.5
702,105,3.5
738,105,3
769,105,4
775,105,3.5
781,105,3
812,105,4
814,105,5
816,105,4
818,105,4
839,105,1
846,105,3
850,105,4
862,105,4
869,105,3
892,105,3
900,105,3.5
903,105,1
929,105,3
953,105,3.5
982,105,3
983,105,5
999,105,1
1,132,4
7,132,3
24,132,3
29,132,3
32,132,3
48,132,4
58,132,5
67,132,5
88,132,0.5
91,132,4
130,132,4
151,132,2.5
158,132,4
165,132,4
172,132,3
184,132,5
188,132,3
200,132,4
238,132,3
249,132,4
257,132,2
278,132,4.5
292,132,3
294,132,3.5
315,132,3
330,132,3
331,132,4
346,132,4
359,132,4
366,132,5
367,132,3
394,132,4
401,132,5
416,132,4
421,132,1.5
424,132,3
430,132,3.5
435,132,3
445,132,3
463,132,4
473,132,4
488,132,3
491,132,4
504,132,2
506,132,4
508,132,4.5
546,132,3.5
593,132,4
603,132,3
610,132,3
614,132,3
635,132,4
646,132,3
663,132,3
682,132,4
688,132,3
717,132,2.5
722,132,4
760,132,3
775,132,2.5
782,132,5
796,132,4
802,132,4
812,132,1
816,132,4
823,132,3
840,132,3
857,132,5
868,132,4
903,132,3
908,132,3
910,132,1
955,132,3
970,132,4
971,132,3
982,132,3
1,200,4
3,200,5
16,200,3
21,200,3
23,200,5
24,200,5
25,200,4.5
40,200,1
46,200,5
48,200,3
54,200,5
56,200,4
58,200,4.5
69,200,3
82,200,4.5
91,200,1.5
112,200,3
116,200,3.5
132,200,3.5
133,200,4
134,200,4
144,200,5
147,200,4
150,200,2.5
153,200,5
154,200,5
160,200,3
162,200,3.5
168,200,5
171,200,5
189,200,5
195,200,5
204,200,4
208,200,3.5
215,200,5
220,200,4.5
233,200,5
238,200,3
245,200,4
263,200,5
271,200,2
289,200,5
290,200,5
292,200,4
295,200,3
298,200,4
302,200,4
306,200,4
317,200,5
344,200,5
345,200,3
360,200,4
362,200,5
374,200,3
377,200,5
385,200,4
394,200,3
419,200,4.5
424,200,4.5
445,200,4
451,200,3.5
457,200,4
474,200,4
488,200,3
504,200,3.5
508,200,3.5
515,200,5
516,200,4
539,200,5
544,200,4
545,200,3
546,200,4.5
549,200,5
552,200,5
554,200,4
572,200,4.5
576,200,2
578,200,4
579,200,4
586,200,4
587,200,4
594,200,5
603,200,4
614,200,3
619,200,3.5
630,200,5
632,200,3.5
648,200,5
649,200,3.5
662,200,3.5
664,200,5
666,200,4
670,200,4
675,200,4
690,200,5
699,200,4
717,200,3.5
721,200,4
725,200,5
727,200,5
731,200,4
735,200,4.5
741,200,1
749,200,5
754,200,3
761,200,4
769,200,5
775,200,4.5
783,200,4.5
787,200,4.5
792,200,4
797,200,3
802,200,4
810,200,4
814,200,5
824,200,3
834,200,4
843,200,0.5
848,200,3
853,200,3
858,200,3.5
859,200,5
860,200,4
871,200,5
877,200,4
885,200,5
903,200,4
907,200,4
909,200,3
916,200,4
918,200,5
929,200,4.5
932,200,4
935,200,4
936,200,5
941,200,5
955,200,4
963,200,3
969,200,4
971,200,3
978,200,4
982,200,4
987,200,5
989,200,2
995,200,4
1,236,4
2,236,5
3,236,5
5,236,5
10,236,4
11,236,5
12,236,4
18,236,1
21,236,5
24,236,5
31,236,5
32,236,4
35,236,3
39,236,5
42,236,4.5
43,236,3.5
44,236,4
48,236,4
54,236,4
55,236,5
69,236,5
73,236,3
74,236,4
77,236,4.5
78,236,5
80,236,5
86,236,4.5
88,236,2.5
90,236,3.5
91,236,4.5
96,236,4
99,236,4
102,236,5
104,236,3
105,236,5
116,236,4.5
121,236,5
124,236,3
126,236,4
130,236,5
134,236,4
137,236,5
142,236,3
143,236,4
151,236,4.5
152,236,3.5
154,236,3.5
155,236,4.5
157,236,5
162,236,3.5
167,236,4
177,236,3
185,236,2
186,236,4
190,236,4.5
193,236,2
204,236,4
207,236,4
208,236,4.5
215,236,4.5
220,236,5
221,236,5
232,236,5
233,236,3
237,236,5
238,236,4
239,236,4
240,236,3
244,236,5
247,236,4
251,236,5
252,236,4
257,236,4
258,236,2
264,236,4.5
266,236,5
271,236,2.5
272,236,5
277,236,4
278,236,4
279,236,2
283,236,5
290,236,3
294,236,4
295,236,3
298,236,5
299,236,2
303,236,5
304,236,4
306,236,5
307,236,5
312,236,1.5
314,236,4
316,236,4
318,236,3.5
320,236,4.5
321,236,4.5
326,236,5
334,236,5
336,236,4
338,236,5
343,236,4
344,236,3
347,236,4
354,236,3
355,236,4
357,236,4
358,236,4
367,236,4
375,236,2
377,236,5
378,236,5
379,236,4
389,236,4
391,236,4.5
394,236,4
402,236,5
409,236,4
411,236,5
412,236,3
413,236,5
422,236,3
424,236,3.5
425,236,5
430,236,4.5
431,236,2.5
432,236,3
436,236,4.5
440,236,5
449,236,3
451,236,3
453,236,5
462,236,4.5
469,236,0.5
471,236,5
474,236,5
475,236,5
478,236,5
479,236,5
483,236,5
485,236,3
487,236,3.5
488,236,5
489,236,4
492,236,3
494,236,4
496,236,5
502,236,5
508,236,4.5
512,236,4
514,236,2
516,236,5
520,236,4.5
521,236,4
526,236,4.5
540,236,4.5
543,236,4
546,236,3
547,236,4
549,236,5
550,236,5
551,236,4
554,236,5
559,236,4
565,236,5
571,236,5
574,236,2
577,236,2.5
581,236,4
585,236,5
586,236,3.5
587,236,4
589,236,4
594,236,5
595,236,5
600,236,5
603,236,4
604,236,3.5
606,236,3
609,236,4.5
610,236,5
614,236,4
624,236,3
626,236,4
628,236,5
630,236,4.5
631,236,4.5
632,236,3
634,236,5
635,236,5
636,236,4
637,236,4
639,236,4
640,236,3
643,236,5
645,236,4.5
649,236,3.5
650,236,2
652,236,5
654,236,5
655,236,5
657,236,4
658,236,5
659,236,4
662,236,3.5
666,236,4
667,236,0.5
670,236,4
675,236,3
676,236,5
678,236,5
680,236,4.5
681,236,5
689,236,3
690,236,5
694,236,4
696,236,5
702,236,4.5
703,236,4
706,236,5
711,236,5
721,236,4
727,236,5
729,236,4.5
733,236,5
734,236,5
737,236,4.5
739,236,5
740,236,5
741,236,5
742,236,5
744,236,4
745,236,5
753,236,4.5
758,236,5
774,236,5
775,236,5
777,236,2
778,236,5
779,236,5
783,236,3
786,236,5
787,236,3
788,236,5
791,236,4
792,236,5
793,236,5
798,236,5
802,236,4
804,236,2
807,236,5
808,236,5
809,236,5
811,236,5
812,236,4
814,236,5
816,236,5
824,236,4
828,236,4
829,236,4.5
830,236,4
839,236,5
843,236,4
846,236,4.5
847,236,4.5
851,236,4
852,236,5
854,236,3
860,236,5
862,236,5
863,236,4
870,236,4
872,236,3.5
873,236,5
878,236,1
882,236,4
883,236,5
889,236,4
891,236,4
900,236,4
901,236,4.5
902,236,4
903,236,5
909,236,3
910,236,4.5
916,236,4
923,236,4.5
924,236,5
926,236,5
927,236,4.5
929,236,4
932,236,5
935,236,5
936,236,4
943,236,4
945,236,1
947,236,4
949,236,4
950,236,2
952,236,5
961,236,4
964,236,5
969,236,4.5
970,236,5
971,236,5
974,236,4
982,236,4
983,236,3
984,236,4
986,236,4
987,236,5
988,236,5
990,236,4
995,236,4
999,236,5
1,266,4
21,266,2
29,266,4
33,266,5
35,266,5
56,266,3
58,266,3
69,266,3
88,266,4
96,266,4.5
100,266,5
101,266,4
116,266,5
131,266,3
140,266,5
142,266,3
147,266,4
156,266,5
162,266,3
164,266,5
170,266,5
198,266,4.5
200,266,4
202,266,3
220,266,4.5
229,266,4
237,266,5
238,266,4
244,266,4
245,266,4
247,266,4
248,266,4
253,266,5
259,266,5
268,266,5
270,266,5
284,266,4
295,266,3
298,266,2
304,266,4.5
311,266,5
314,266,5
317,266,5
326,266,3
331,266,2
334,266,5
337,266,4.5
339,266,5
340,266,4
359,266,4
361,266,5
367,266,4.5
370,266,5
373,266,4
381,266,4
388,266,3.5
401,266,4
412,266,3
413,266,4.5
416,266,5
421,266,3.5
424,266,4.5
427,266,5
430,266,4.5
445,266,4
457,266,4
461,266,4
462,266,4.5
481,266,4
492,266,5
521,266,5
523,266,4
540,266,4.5
544,266,3
545,266,5
546,266,4
557,266,3
565,266,4
571,266,3.5
575,266,4
577,266,3.5
578,266,3.5
579,266,3
581,266,4
586,266,4.5
607,266,5
609,266,4.5
614,266,4
628,266,5
631,266,4.5
632,266,3
637,266,3
648,266,5
649,266,4
659,266,4
662,266,4.5
663,266,3
675,266,5
677,266,4
688,266,4
690,266,5
704,266,4
717,266,4.5
721,266,3
729,266,4
735,266,3
739,266,5
740,266,2
741,266,5
754,266,3
768,266,4
770,266,3.5
771,266,4
773,266,2
775,266,5
786,266,4
787,266,3.5
792,266,2
802,266,5
812,266,5
816,266,4
828,266,4.5
846,266,4.5
860,266,4
868,266,4
869,266,4.5
889,266,4.5
892,266,5
895,266,5
903,266,4
905,266,3.5
908,266,4
910,266,4
923,266,3.5
926,266,5
933,266,3.5
934,266,5
935,266,4.5
941,266,4
949,266,4.5
955,266,4
959,266,4
969,266,4
970,266,5
971,266,4.5
975,266,4
982,266,3.5
986,266,4
994,266,4.5
1,290,4
3,290,5
11,290,5
13,290,5
15,290,3
18,290,4.5
22,290,5
24,290,5
25,290,4
26,290,5
29,290,5
32,290,5
35,290,4
43,290,4
45,290,1.5
47,290,3.5
48,290,5
51,290,5
53,290,3
56,290,5
58,290,5
59,290,4.5
60,290,4.5
62,290,5
64,290,5
69,290,4
71,290,5
73,290,5
82,290,5
86,290,5
87,290,4
90,290,4
91,290,4
96,290,4.5
99,290,4.5
104,290,3
109,290,5
110,290,4
111,290,4.5
115,290,3.5
116,290,4.5
120,290,4
124,290,5
127,290,5
130,290,5
132,290,4
133,290,4
134,290,5
135,290,4.5
138,290,5
141,290,4.5
142,290,4
147,290,5
149,290,3
151,290,4.5
153,290,5
156,290,5
158,290,5
165,290,3
167,290,4.5
172,290,5
175,290,4
184,290,5
185,290,4.5
189,290,5
190,290,4.5
191,290,5
197,290,5
202,290,4
206,290,5
208,290,4.5
213,290,5
214,290,5
218,290,4.5
220,290,3.5
221,290,4.5
222,290,5
229,290,5
231,290,5
232,290,5
233,290,3
237,290,5
238,290,4
243,290,5
244,290,4
245,290,5
247,290,4
248,290,4
249,290,4
252,290,5
254,290,4.5
258,290,5
259,290,4
260,290,3
266,290,4
278,290,4.5
279,290,4.5
280,290,4.5
281,290,5
282,290,5
283,290,5
284,290,5
288,290,3
289,290,5
294,290,4
298,290,5
319,290,4.5
331,290,5
332,290,5
335,290,5
337,290,5
340,290,4.5
343,290,5
344,290,5
352,290,4
355,290,4
356,290,4
359,290,5
363,290,5
370,290,5
372,290,4
373,290,4.5
374,290,4
377,290,5
378,290,5
381,290,5
387,290,4.5
388,290,4.5
391,290,4
393,290,4
394,290,3
398,290,5
399,290,5
401,290,4
403,290,5
406,290,4
407,290,4.5
409,290,5
410,290,4
413,290,5
414,290,4
417,290,5
422,290,4.5
424,290,4.5
425,290,5
426,290,4
431,290,5
433,290,5
435,290,4
438,290,4
441,290,4
444,290,5
450,290,4
452,290,5
455,290,2.5
457,290,5
459,290,5
462,290,4.5
463,290,4
471,290,4.5
472,290,5
473,290,2
474,290,5
478,290,5
479,290,5
482,290,5
485,290,3.5
488,290,5
489,290,3
492,290,4.5
500,290,4.5
505,290,4
508,290,3.5
512,290,4
514,290,4
515,290,5
517,290,5
523,290,4
530,290,3
531,290,3.5
542,290,4
543,290,2
546,290,4
555,290,4.5
557,290,4
558,290,3.5
560,290,5
565,290,4
572,290,4
578,290,4.5
579,290,5
586,290,5
587,290,5
588,290,5
591,290,5
593,290,5
596,290,3.5
598,290,4
600,290,4
602,290,4.5
606,290,4
609,290,3.5
610,290,4
617,290,5
618,290,5
619,290,5
620,290,4
623,290,5
626,290,5
627,290,5
631,290,4
632,290,3
633,290,5
636,290,3
637,290,4
645,290,3.5
649,290,4
650,290,2.5
654,290,4
655,290,5
659,290,4.5
660,290,5
661,290,4.5
662,290,5
663,290,5
664,290,5
669,290,4
670,290,5
675,290,4
678,290,5
680,290,4
684,290,5
685,290,5
686,290,5
688,290,4
700,290,5
702,290,4
710,290,3
711,290,4
717,290,3
719,290,5
721,290,5
722,290,5
724,290,4
726,290,5
727,290,5
729,290,4.5
734,290,4.5
735,290,4.5
737,290,5
739,290,5
740,290,5
741,290,5
744,290,4.5
745,290,5
747,290,5
750,290,5
751,290,4
754,290,5
757,290,5
761,290,5
766,290,5
767,290,5
768,290,4.5
769,290,4
770,290,5
773,290,4
775,290,4
776,290,3.5
777,290,5
778,290,4
779,290,4.5
780,290,4
787,290,5
792,290,4
795,290,4
796,290,4
802,290,5
804,290,5
805,290,4
806,290,4
808,290,5
809,290,0.5
812,290,4
813,290,5
814,290,5
816,290,5
826,290,5
828,290,5
833,290,4
840,290,4
841,290,4
843,290,5
847,290,5
851,290,4.5
852,290,5
854,290,4
857,290,4
859,290,4
860,290,5
863,290,5
868,290,5
869,290,4.5
870,290,5
871,290,5
872,290,5
873,290,5
879,290,5
881,290,3.5
887,290,4
890,290,4
891,290,4
892,290,5
898,290,5
900,290,4.5
901,290,5
902,290,5
903,290,5
910,290,4
911,290,5
913,290,4.5
916,290,4.5
918,290,5
920,290,5
923,290,4.5
929,290,4.5
932,290,3.5
934,290,5
939,290,4
941,290,4
943,290,5
945,290,4.5
948,290,2
949,290,4.5
951,290,4
952,290,5
956,290,4
965,290,5
970,290,3
971,290,5
979,290,5
980,290,5
982,290,4.5
985,290,4.5
987,290,5
988,290,4.5
994,290,5
995,290,3
996,290,5
998,290,4
1,307,3.5
3,307,3
24,307,2
46,307,4
53,307,4
54,307,3
58,307,4
68,307,5
72,307,4.5
83,307,3
84,307,3
87,307,3
100,307,3
101,307,4
104,307,3
124,307,3
131,307,2
132,307,4.5
134,307,3
152,307,4
156,307,4
172,307,4
200,307,3
202,307,4
208,307,4
230,307,3
238,307,3.5
249,307,4
266,307,3
278,307,3.5
279,307,3
330,307,3
335,307,4
367,307,3
370,307,5
374,307,3
377,307,2
381,307,4
388,307,2
394,307,4.5
406,307,2
413,307,2
417,307,4
421,307,3
427,307,3
430,307,3.5
435,307,4
438,307,3
448,307,3.5
463,307,4
481,307,4
504,307,4.5
508,307,4.5
511,307,3
535,307,4
545,307,3
546,307,4.5
578,307,4
579,307,3
586,307,2.5
587,307,3
603,307,4
607,307,3
609,307,4
614,307,4
632,307,2
664,307,5
672,307,5
675,307,4
688,307,5
705,307,3
710,307,4
721,307,5
722,307,5
733,307,1
735,307,4
741,307,4
744,307,2.5
749,307,3
754,307,3
775,307,4.5
776,307,4
784,307,4
796,307,3
802,307,4
809,307,0.5
816,307,4
831,307,4
848,307,3
857,307,3
869,307,3
872,307,3.5
892,307,2
903,307,3
907,307,3.5
918,307,5
955,307,3
960,307,3
968,307,3
969,307,2.5
970,307,4
971,307,3.5
982,307,4
1,337,3.5
4,337,3
5,337,3
8,337,3
11,337,4
13,337,4
26,337,4
29,337,3
34,337,5
35,337,3
46,337,3
47,337,0.5
51,337,4
54,337,4
58,337,5
64,337,3
84,337,5
91,337,2.5
93,337,5
96,337,2
101,337,3
108,337,3
116,337,1
119,337,4
120,337,3
124,337,5
130,337,3
132,337,3.5
134,337,3
147,337,2
152,337,4
153,337,5
154,337,3
159,337,4
164,337,4
165,337,3
170,337,3
176,337,3
186,337,3
200,337,3
202,337,3
205,337,2
208,337,3.5
233,337,2
235,337,5
237,337,4.5
238,337,3.5
242,337,4
247,337,4
248,337,3
251,337,5
259,337,3
271,337,1.5
275,337,4
278,337,3
283,337,3
288,337,3
296,337,4
298,337,2
315,337,1
317,337,3.5
331,337,2
352,337,4
358,337,3
359,337,4
365,337,3
367,337,2.5
368,337,3
375,337,1
377,337,3
381,337,5
383,337,1
387,337,4.5
388,337,2
389,337,3
399,337,2
401,337,5
406,337,1
409,337,3
415,337,3
421,337,2
427,337,2.5
435,337,3
436,337,4
440,337,4
444,337,3
450,337,3
457,337,3
462,337,3
463,337,3
465,337,5
472,337,4
482,337,4
484,337,2
485,337,2.5
489,337,4
492,337,4.5
504,337,1
506,337,2
509,337,4
515,337,4
516,337,4
518,337,5
520,337,3
521,337,3.5
533,337,4
536,337,2
545,337,1
546,337,4
548,337,4.5
568,337,5
572,337,4.5
577,337,5
578,337,2.5
579,337,4
588,337,2.5
593,337,4
594,337,4
603,337,3
604,337,2.5
614,337,3
630,337,4
631,337,3.5
632,337,3
634,337,3
637,337,3
643,337,5
649,337,2
656,337,4
660,337,3
667,337,4
678,337,3
689,337,2.5
698,337,5
699,337,4
704,337,1
706,337,4
725,337,4
729,337,2.5
733,337,5
737,337,4.5
739,337,3.5
741,337,4.5
744,337,3
750,337,3
754,337,3
760,337,3
761,337,3
766,337,4
775,337,3
777,337,3
779,337,3.5
783,337,4
786,337,2.5
787,337,4
795,337,3
807,337,5
812,337,3
822,337,3.5
829,337,4.5
833,337,3
840,337,4
841,337,4
846,337,1.5
853,337,3
870,337,4
872,337,3
875,337,4
900,337,4
910,337,3.5
911,337,3
916,337,1.5
920,337,4
925,337,3
929,337,4
932,337,1
935,337,1
953,337,4
954,337,5
960,337,4
970,337,4
975,337,4
978,337,1
980,337,3
982,337,2.5
984,337,3
987,337,4
995,337,1.5
1,501,4
3,501,5
11,501,4.5
21,501,5
24,501,3
42,501,4
48,501,3
50,501,4
54,501,3
58,501,5
65,501,4
67,501,4
72,501,5
76,501,4
77,501,5
78,501,5
82,501,5
96,501,5
98,501,4
102,501,5
104,501,3
116,501,3.5
124,501,4
130,501,3
132,501,4.5
134,501,4
145,501,3
147,501,5
156,501,5
157,501,5
180,501,4
184,501,3
190,501,4.5
201,501,5
205,501,5
208,501,4.5
212,501,5
215,501,4.5
220,501,4.5
232,501,5
241,501,4.5
242,501,3
245,501,5
252,501,4.5
254,501,4.5
265,501,4.5
272,501,5
277,501,5
283,501,4
285,501,4
290,501,3.5
294,501,4.5
295,501,3
306,501,5
312,501,2.5
318,501,4.5
320,501,3.5
335,501,5
339,501,5
347,501,4
353,501,5
354,501,5
358,501,4
359,501,5
367,501,4.5
370,501,5
375,501,5
379,501,4.5
380,501,5
388,501,3.5
391,501,5
394,501,4
400,501,5
406,501,3
413,501,5
422,501,4
425,501,3
427,501,4.5
430,501,5
440,501,5
448,501,4
451,501,3.5
455,501,4
457,501,4.5
458,501,2
466,501,4
473,501,4
475,501,5
476,501,3
478,501,4
481,501,5
485,501,4
488,501,4
489,501,5
490,501,4
500,501,4.5
503,501,3
508,501,4
512,501,4.5
514,501,1
531,501,2
536,501,3
543,501,4.5
546,501,4
569,501,3
572,501,2
574,501,1
581,501,4
584,501,5
587,501,4
598,501,4
600,501,5
603,501,4
609,501,4
626,501,4
628,501,5
630,501,4.5
632,501,4
635,501,4
637,501,3.5
643,501,4
645,501,2.5
648,501,4
650,501,3.5
659,501,3.5
661,501,1.5
662,501,4
663,501,5
675,501,4
688,501,4
690,501,4
696,501,4
709,501,5
710,501,4
711,501,3
717,501,5
724,501,5
725,501,5
733,501,5
738,501,3
739,501,4.5
740,501,5
741,501,5
744,501,3.5
745,501,4
768,501,5
770,501,5
775,501,5
779,501,3.5
788,501,5
792,501,4
793,501,4
798,501,5
812,501,3
815,501,4
819,501,5
824,501,5
846,501,5
847,501,5
860,501,5
868,501,5
879,501,5
885,501,5
889,501,4
891,501,4
892,501,5
903,501,5
906,501,5
909,501,4
910,501,4.5
916,501,4
926,501,3.5
929,501,5
931,501,5
941,501,5
947,501,5
949,501,4.5
950,501,2
969,501,3.5
970,501,3
971,501,4
982,501,4
985,501,4.5
986,501,5
987,501,5
988,501,5
995,501,4
1,539,3.5
2,539,5
3,539,4
4,539,4
5,539,5
7,539,5
8,539,5
11,539,4.5
12,539,4
13,539,4
21,539,4
23,539,3
24,539,4
25,539,4
26,539,5
29,539,4
32,539,4
38,539,4
50,539,4.5
54,539,5
58,539,5
64,539,4
66,539,4
78,539,4
90,539,3
91,539,2.5
93,539,3
100,539,3
101,539,4
107,539,4.5
108,539,3
116,539,4
119,539,3
120,539,5
124,539,4
127,539,5
128,539,4
129,539,1.5
130,539,5
134,539,3
137,539,5
138,539,3
140,539,5
142,539,3
147,539,3
149,539,3
152,539,3.5
153,539,4.5
156,539,5
158,539,3
164,539,4
170,539,5
171,539,4
183,539,5
184,539,3
185,539,3.5
187,539,4
188,539,4
189,539,5
200,539,3
204,539,5
205,539,4
207,539,3
208,539,2.5
