movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,IMAX,(no genres listed),movieIda
90,Beautiful Girls (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,90
91,Broken Arrow (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91
92,In the Bleak Midwinter (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92
93,"Hate (Haine, La) (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93
94,Heidi Fleiss: Hollywood Madam (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94
95,City Hall (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,95
96,Bottle Rocket (1996),0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96
97,Mr. Wrong (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
98,Unforgettable (1996),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,98
99,Happy Gilmore (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
100,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,100
101,Nobody Loves Me (Keiner liebt mich) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101
102,Muppet Treasure Island (1996),0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102
103,Braveheart (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,103
104,Taxi Driver (1976),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,104
105,Rumble in the Bronx (Hont faan kui) (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
106,Before and After (1996),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,106
107,Margaret's Museum (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107
108,Anne Frank Remembered (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108
109,"Young Poisoner's Handbook, The (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109
110,If Lucy Fell (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110
111,"Steal Big, Steal Little (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
112,Race the Sun (1996),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112
113,"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113
114,Boomerang (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114
115,Chungking Express (Chung Hing sam lam) (1994),0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,115
116,Flirting With Disaster (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
117,"NeverEnding Story III, The (1994)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117
118,Pie in the Sky (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,118
119,Frankie Starlight (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,119
120,Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120
121,Down Periscope (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
122,From the Journals of Jean Seberg (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122
123,Up Close and Personal (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,123
124,"Birdcage, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
125,"Brothers McMullen, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
126,Bad Boys (1995),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,126
127,"Amazing Panda Adventure, The (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
128,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128
129,"Awfully Big Adventure, An (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129
130,Amateur (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,130
131,Apollo 13 (1995),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,131
132,Rob Roy (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,132
133,"Addiction, The (1995)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,133
134,Batman Forever (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
135,Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135
136,Beyond Rangoon (1995),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,136
137,Blue in the Face (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137
138,Canadian Bacon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138
139,Casper (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
140,Clockers (1995),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,140
141,Congo (1995),1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,141
142,Crimson Tide (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,142
143,Crumb (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143
144,Desperado (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,144
145,Devil in a Blue Dress (1995),0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,145
146,Die Hard: With a Vengeance (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,146
147,"Doom Generation, The (1995)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147
148,First Knight (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,148
149,Free Willy 2: The Adventure Home (1995),0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149
150,Hackers (1995),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150
151,Jeffrey (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151
152,Johnny Mnemonic (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,152
153,Judge Dredd (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153
154,Jury Duty (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
155,Kids (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155
156,Living in Oblivion (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
157,Lord of Illusions (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157
158,Love & Human Remains (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158
159,Mad Love (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,159
160,Mallrats (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160
161,Mighty Morphin Power Rangers: The Movie (1995),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
162,Moonlight and Valentino (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,162
163,Mute Witness (1994),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,163
164,Nadja (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164
165,"Net, The (1995)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,165
166,Nine Months (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,166
167,Party Girl (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
168,"Prophecy, The (1995)",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,168
169,Reckless (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169
170,Safe (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,170
171,"Scarlet Letter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,171
172,Showgirls (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172
173,Smoke (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173
174,Something to Talk About (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,174
175,Species (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,175
176,Strange Days (1995),1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,176
177,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,177
178,"Tie That Binds, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178
179,Three Wishes (1995),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,179
180,Total Eclipse (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,180
181,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
182,Under Siege 2: Dark Territory (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
183,Unstrung Heroes (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,183
184,Unzipped (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184
185,"Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,185
186,Waterworld (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,186
187,White Man's Burden (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,187
188,Wild Bill (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188
189,"Browning Version, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,189
190,Bushwhacked (1995),0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,190
191,Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,191
192,Before the Rain (Pred dozhdot) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,192
193,Before Sunrise (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,193
194,Billy Madison (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
195,"Babysitter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,195
196,Boys on the Side (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,196
197,"Cure, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197
198,Castle Freak (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198
199,Circle of Friends (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,199
200,Clerks (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
201,Don Juan DeMarco (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,201
202,Disclosure (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,202
203,Drop Zone (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,203
204,Destiny Turns on the Radio (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
205,Death and the Maiden (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,205
206,Dolores Claiborne (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,206
207,Dumb & Dumber (Dumb and Dumber) (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
208,Eat Drink Man Woman (Yin shi nan nu) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,208
209,Exotica (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,209
210,Exit to Eden (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
211,Ed Wood (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211
212,French Kiss (1995),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212
213,Forget Paris (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,213
214,Far From Home: The Adventures of Yellow Dog (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
215,"Goofy Movie, A (1995)",0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,215
216,Hideaway (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,216
217,Fluke (1995),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,217
218,Farinelli: il castrato (1994),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,218
219,Gordy (1995),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219
220,Gumby: The Movie (1995),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
221,"Glass Shield, The (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221
222,Hoop Dreams (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222
223,Heavenly Creatures (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223
224,Houseguest (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
225,Immortal Beloved (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,225
226,Heavyweights (Heavy Weights) (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
227,"Hunted, The (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
228,I.Q. (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,228
229,Interview with the Vampire: The Vampire Chronicles (1994),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,229
230,Jefferson in Paris (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,230
231,"Jerky Boys, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
232,Junior (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,232
233,Just Cause (1995),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,233
234,"Kid in King Arthur's Court, A (1995)",0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,234
235,Kiss of Death (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,235
236,Star Wars: Episode IV - A New Hope (1977),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,236
237,Little Women (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,237
238,"Little Princess, A (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,238
239,Ladybird Ladybird (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239
240,Like Water for Chocolate (Como agua para chocolate) (1992),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,240
241,Legends of the Fall (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,241
242,Major Payne (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
